epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1254.65,2.8375,3.4676,2.8951,0.72024,0.04167,0.08724,0.04917,2.36066,3.44799,2.93092,0.0012773,0.0012773,0.0012773
75,1271.27,2.91281,3.82999,2.87028,0.13857,0.08333,0.08275,0.04297,2.15343,3.60941,2.84037,0.0012674,0.0012674,0.0012674
76,1288.54,2.71796,3.33332,3.00358,0.71195,0.04167,0.06847,0.03965,2.13988,3.59345,2.82083,0.0012575,0.0012575,0.0012575
77,1305.15,2.70887,3.36149,2.97781,0.69518,0.04167,0.07616,0.04022,2.17924,3.55263,2.84097,0.0012476,0.0012476,0.0012476
78,1321.64,2.63462,3.32231,2.90151,0.13616,0.08333,0.07991,0.04734,2.27678,3.50687,2.91544,0.0012377,0.0012377,0.0012377
79,1338.15,2.59962,3.27133,2.83131,0.18362,0.08333,0.0909,0.04916,2.42683,3.4479,3.01238,0.0012278,0.0012278,0.0012278
80,1354.66,3.0214,3.46188,3.14668,0.21873,0.08333,0.10019,0.0556,2.42113,3.55659,3.02177,0.0012179,0.0012179,0.0012179
81,1371.21,2.76529,3.4578,2.99931,0.23306,0.08333,0.10421,0.06197,2.2337,3.61905,2.94603,0.001208,0.001208,0.001208
82,1387.85,2.60546,3.4025,2.81464,0.48946,0.0807,0.09757,0.05362,2.18142,3.62523,2.93504,0.0011981,0.0011981,0.0011981
83,1404.4,2.74216,3.33985,3.04264,0.23312,0.125,0.09895,0.03755,2.2677,3.61739,2.95267,0.0011882,0.0011882,0.0011882
84,1420.89,3.04117,3.52191,3.14812,0.16957,0.125,0.09853,0.04556,2.27731,3.48841,2.91634,0.0011783,0.0011783,0.0011783
85,1437.35,2.68321,3.31528,2.89675,0.20925,0.08333,0.09268,0.04707,2.38486,3.42378,2.96714,0.0011684,0.0011684,0.0011684
86,1453.77,2.7053,3.28273,2.8961,0.14388,0.08333,0.08114,0.04105,2.50274,3.43567,3.04765,0.0011585,0.0011585,0.0011585
87,1470.5,2.73962,3.45945,2.92691,0.10868,0.08333,0.07392,0.04019,2.43048,3.33969,2.99507,0.0011486,0.0011486,0.0011486
88,1487.44,2.93602,3.33967,2.97843,0.08222,0.08333,0.05231,0.02467,2.27542,3.30863,2.86817,0.0011387,0.0011387,0.0011387
89,1504.72,2.7011,3.50216,2.96635,0.1197,0.125,0.042,0.01743,2.17021,3.37572,2.7945,0.0011288,0.0011288,0.0011288
90,1522.7,2.54211,3.17789,2.80368,0.16466,0.125,0.03536,0.01452,2.14874,3.52917,2.76151,0.0011189,0.0011189,0.0011189
91,1540.05,2.64153,3.49272,2.95986,0.11923,0.08333,0.0366,0.01384,2.14729,3.53878,2.76445,0.001109,0.001109,0.001109
92,1556.8,2.71756,3.18971,2.90706,0.1233,0.06528,0.03304,0.01527,2.16017,3.42602,2.77481,0.0010991,0.0010991,0.0010991
93,1573.91,2.62725,3.37529,2.84163,0.10925,0.08333,0.03379,0.01355,2.1744,3.3381,2.78523,0.0010892,0.0010892,0.0010892
94,1592.75,2.41221,3.34731,2.57799,0.05235,0.04167,0.03838,0.01385,2.14391,3.30564,2.75989,0.0010793,0.0010793,0.0010793
95,1609.4,2.65242,3.28086,2.88324,0.14178,0.04167,0.03018,0.01142,2.12668,3.34144,2.74977,0.0010694,0.0010694,0.0010694
96,1626,2.67489,3.24178,2.84744,0.15083,0.04167,0.03642,0.01472,2.1062,3.33889,2.73774,0.0010595,0.0010595,0.0010595
97,1642.59,2.41379,3.43326,2.5623,0.16137,0.04167,0.04348,0.01852,2.10561,3.35835,2.75083,0.0010496,0.0010496,0.0010496
98,1659.11,2.5794,3.30053,2.88945,0.33813,0.04167,0.05398,0.02721,2.11042,3.3815,2.76196,0.0010397,0.0010397,0.0010397
99,1675.62,2.79468,3.37748,2.86933,0.17479,0.08333,0.07284,0.04659,2.11622,3.38854,2.78623,0.0010298,0.0010298,0.0010298
100,1691.98,2.70362,3.31619,2.90265,0.17825,0.08333,0.07985,0.0475,2.09578,3.33879,2.78046,0.0010199,0.0010199,0.0010199
101,1708.42,2.8617,3.49539,3.04806,0.17304,0.10534,0.08529,0.04537,2.10601,3.2997,2.789,0.00101,0.00101,0.00101
102,1725.24,2.54175,3.29229,2.81624,0.24321,0.125,0.09156,0.04619,2.07524,3.24116,2.78094,0.0010001,0.0010001,0.0010001
103,1742.36,2.97448,3.44899,3.08699,0.24082,0.08333,0.08846,0.04702,2.06078,3.24492,2.77153,0.0009902,0.0009902,0.0009902
104,1758.94,2.57007,3.42944,2.82813,0.18683,0.04167,0.08183,0.03989,2.11414,3.27783,2.78466,0.0009803,0.0009803,0.0009803
105,1775.5,2.53427,3.24967,2.80051,0.22254,0.04167,0.07902,0.03921,2.05516,3.29351,2.75292,0.0009704,0.0009704,0.0009704
106,1792.08,2.66256,3.26137,2.889,0.25193,0.04167,0.08563,0.04492,2.03863,3.24075,2.73492,0.0009605,0.0009605,0.0009605
107,1808.67,2.2769,3.28287,2.47721,0.16031,0.04167,0.09055,0.04744,2.1547,3.26407,2.77772,0.0009506,0.0009506,0.0009506
108,1825.11,2.6099,3.17432,2.94651,0.20222,0.04167,0.0849,0.04938,2.20325,3.27303,2.80644,0.0009407,0.0009407,0.0009407
109,1841.72,2.79639,3.28625,3.01201,0.29162,0.08333,0.10284,0.05947,2.28303,3.29841,2.86527,0.0009308,0.0009308,0.0009308
110,1858.18,2.74542,3.0931,2.72298,0.65803,0.08333,0.10426,0.05748,2.30124,3.35001,2.87129,0.0009209,0.0009209,0.0009209
111,1874.58,2.63516,3.14696,2.89392,0.63436,0.08333,0.10375,0.05465,2.25482,3.41071,2.82843,0.000911,0.000911,0.000911
112,1891.07,2.56821,3.14248,2.90511,0.37985,0.08333,0.10584,0.06196,2.16123,3.46105,2.79187,0.0009011,0.0009011,0.0009011
113,1907.53,2.65269,3.46724,2.93697,0.23071,0.08333,0.1187,0.06644,2.13848,3.53417,2.79696,0.0008912,0.0008912,0.0008912
114,1925.52,2.56082,3.18767,2.81308,0.26789,0.125,0.13818,0.06486,2.14766,3.58853,2.81841,0.0008813,0.0008813,0.0008813
115,1943.39,2.53897,3.27659,2.73664,0.39752,0.125,0.1505,0.07257,2.23093,3.54341,2.87567,0.0008714,0.0008714,0.0008714
116,1960.08,2.40772,3.2507,2.60611,0.4248,0.125,0.15141,0.07335,2.24814,3.43682,2.87934,0.0008615,0.0008615,0.0008615
117,1977.21,2.62129,3.21633,2.90715,0.46763,0.125,0.14271,0.07526,2.20107,3.39376,2.83404,0.0008516,0.0008516,0.0008516
118,1993.93,2.57699,3.08654,2.83043,0.40377,0.08333,0.12757,0.07609,2.11079,3.39884,2.75901,0.0008417,0.0008417,0.0008417
119,2010.89,2.56756,3.24619,2.86018,0.57041,0.08333,0.11446,0.05205,2.06964,3.4034,2.74374,0.0008318,0.0008318,0.0008318
120,2027.58,2.68666,3.22138,2.7806,0.24135,0.09358,0.09644,0.04947,2.08119,3.4544,2.74561,0.0008219,0.0008219,0.0008219
121,2044.62,2.70465,3.27878,2.88359,0.2698,0.04167,0.09047,0.04922,2.12176,3.53805,2.77409,0.000812,0.000812,0.000812
122,2061.39,2.78112,3.37205,2.8959,0.47509,0.04167,0.09614,0.05302,2.1582,3.90608,2.82681,0.0008021,0.0008021,0.0008021
123,2078.36,2.56513,3.31654,2.90299,0.56467,0.04167,0.08118,0.05201,2.21839,4.44168,2.85601,0.0007922,0.0007922,0.0007922
124,2095.01,2.61113,3.16341,2.89578,0.6251,0.08333,0.10638,0.06086,2.17871,4.31502,2.83577,0.0007823,0.0007823,0.0007823
125,2111.65,2.5523,3.02661,2.82711,0.50585,0.08333,0.12165,0.06736,2.13001,3.90587,2.78616,0.0007724,0.0007724,0.0007724
126,2128.2,2.5515,3.06951,2.82681,0.61316,0.08333,0.118,0.06554,2.11509,3.97834,2.77272,0.0007625,0.0007625,0.0007625
127,2144.79,2.64519,3.32954,2.89236,0.59364,0.08333,0.1156,0.06374,2.11681,3.89483,2.78194,0.0007526,0.0007526,0.0007526
128,2161.36,2.60135,3.15442,2.77764,0.47021,0.08333,0.13254,0.07304,2.07388,3.7222,2.76397,0.0007427,0.0007427,0.0007427
129,2178.02,2.37703,3.14751,2.46091,0.33372,0.08333,0.14037,0.07183,2.0158,3.67333,2.74221,0.0007328,0.0007328,0.0007328
130,2194.72,2.57454,3.1835,2.73794,0.09486,0.16667,0.06601,0.02677,2.02105,4.17185,2.73477,0.0007229,0.0007229,0.0007229
131,2211.51,2.57814,3.13805,2.92111,0.03819,0.04167,0.0307,0.00934,2.30257,4.7334,2.88293,0.000713,0.000713,0.000713
132,2228.14,2.6509,3.18197,2.89213,0.09164,0.08333,0.02546,0.00708,2.34227,4.53239,2.91862,0.0007031,0.0007031,0.0007031
133,2244.77,2.74785,3.0345,2.86127,0.32605,0.125,0.10827,0.02213,2.39463,4.58892,2.95661,0.0006932,0.0006932,0.0006932
134,2261.5,2.65595,3.39561,2.83575,0.50574,0.16667,0.13894,0.03825,2.27857,4.19724,2.76673,0.0006833,0.0006833,0.0006833
135,2278.16,2.20678,3.36568,2.37799,0.68933,0.125,0.17162,0.05863,2.22387,3.59171,2.73805,0.0006734,0.0006734,0.0006734
136,2294.75,2.61252,3.19695,2.95918,0.6465,0.125,0.16855,0.0789,2.15425,3.11859,2.80967,0.0006635,0.0006635,0.0006635
137,2311.32,2.60462,3.18662,2.82939,0.69299,0.125,0.15692,0.07859,2.07705,3.08068,2.76058,0.0006536,0.0006536,0.0006536
138,2327.87,2.63598,3.43665,2.86835,0.50455,0.125,0.16102,0.09261,2.04627,3.04352,2.7401,0.0006437,0.0006437,0.0006437
139,2344.73,2.33117,3.2123,2.7081,0.43828,0.125,0.15823,0.08888,2.02304,3.00921,2.71581,0.0006338,0.0006338,0.0006338
140,2361.31,2.62623,3.36521,2.81861,0.45159,0.125,0.14507,0.08303,2.02979,3.04196,2.71622,0.0006239,0.0006239,0.0006239
141,2378.22,2.44646,3.28352,2.72925,0.46516,0.125,0.15091,0.07959,2.01177,3.02302,2.70413,0.000614,0.000614,0.000614
142,2396.84,2.60005,2.99121,2.71908,0.49086,0.125,0.16864,0.07836,1.98616,3.01417,2.67659,0.0006041,0.0006041,0.0006041
143,2414.43,2.56437,3.15062,2.7659,0.26027,0.125,0.15141,0.07599,1.96663,3.01922,2.66567,0.0005942,0.0005942,0.0005942
144,2430.92,2.22345,3.13797,2.43165,0.23229,0.125,0.14384,0.07371,1.94432,3.02135,2.65263,0.0005843,0.0005843,0.0005843
145,2447.42,2.42338,3.12212,2.73933,0.20992,0.125,0.11565,0.06279,1.9366,3.03979,2.64859,0.0005744,0.0005744,0.0005744
146,2463.88,2.54398,3.0324,2.73198,0.11729,0.20833,0.10552,0.05744,1.95345,3.04885,2.64737,0.0005645,0.0005645,0.0005645
147,2480.37,2.46743,3.06426,2.8791,0.16869,0.20833,0.11557,0.06663,2.02375,3.01817,2.69755,0.0005546,0.0005546,0.0005546
148,2496.82,2.68197,3.12713,2.74712,0.20814,0.16667,0.13295,0.07613,2.05977,2.97625,2.72572,0.0005447,0.0005447,0.0005447
149,2513.27,2.63822,3.01444,2.8948,0.33925,0.125,0.14244,0.08161,2.08355,2.97126,2.7389,0.0005348,0.0005348,0.0005348
150,2529.75,2.52168,2.91542,2.74189,0.35013,0.08333,0.13974,0.08264,2.10259,2.9601,2.74677,0.0005249,0.0005249,0.0005249
151,2546.22,2.84545,3.23837,2.89364,0.30778,0.16667,0.14393,0.08293,2.12651,2.96151,2.76553,0.000515,0.000515,0.000515
152,2562.72,2.60013,3.28437,2.83171,0.29825,0.125,0.15741,0.08813,2.1555,2.93506,2.78747,0.0005051,0.0005051,0.0005051
153,2579.19,2.52604,3.02942,2.88315,0.34416,0.125,0.18706,0.10415,2.19049,2.92311,2.82089,0.0004952,0.0004952,0.0004952
154,2595.73,2.53916,3.06692,2.7027,0.2317,0.125,0.18358,0.10297,2.2346,2.9159,2.85821,0.0004853,0.0004853,0.0004853
155,2612.28,2.62979,3.25004,2.93701,0.15323,0.20833,0.13295,0.06855,2.32294,2.96996,2.94026,0.0004754,0.0004754,0.0004754
156,2628.8,2.46268,2.86562,2.65732,0.18382,0.16667,0.13073,0.06228,2.3041,3.00731,2.93364,0.0004655,0.0004655,0.0004655
157,2645.24,2.38964,3.07364,2.7424,0.24661,0.20833,0.15086,0.0743,2.25299,2.97451,2.89427,0.0004556,0.0004556,0.0004556
158,2661.82,2.37029,3.01724,2.65746,0.21571,0.29167,0.12988,0.05897,2.18174,2.9653,2.82604,0.0004457,0.0004457,0.0004457
159,2678.35,2.36621,3.13437,2.67479,0.25546,0.25,0.15813,0.06835,2.0989,2.96275,2.76043,0.0004358,0.0004358,0.0004358
160,2695.26,2.51613,2.86455,2.71571,0.29303,0.20833,0.17374,0.07672,2.03949,2.94295,2.71342,0.0004259,0.0004259,0.0004259
161,2711.9,2.48466,3.04221,2.74267,0.35304,0.20833,0.17751,0.08043,2.02807,2.91185,2.69712,0.000416,0.000416,0.000416
162,2728.83,2.37099,3.08916,2.66077,0.31068,0.16667,0.17167,0.07869,2.01525,2.91586,2.70176,0.0004061,0.0004061,0.0004061
163,2745.94,2.3831,3.14651,2.64803,0.24219,0.25,0.18329,0.08483,2.01771,2.93481,2.71372,0.0003962,0.0003962,0.0003962
164,2763.13,2.53462,2.9991,2.83691,0.23693,0.25,0.17691,0.06949,2.02944,2.96584,2.71693,0.0003863,0.0003863,0.0003863
165,2780.07,2.13356,2.9711,2.40847,0.29598,0.29167,0.18913,0.07458,2.02067,2.98688,2.69981,0.0003764,0.0003764,0.0003764
166,2797.09,1.95354,2.93372,2.35982,0.30448,0.29167,0.20682,0.10274,2.01604,2.98587,2.69133,0.0003665,0.0003665,0.0003665
167,2814.02,2.42818,2.95784,2.7132,0.28094,0.25,0.19417,0.09679,2.00976,2.93087,2.68461,0.0003566,0.0003566,0.0003566
168,2830.98,2.42202,3.10061,2.81818,0.26362,0.25,0.17202,0.08907,2.01514,2.88448,2.6824,0.0003467,0.0003467,0.0003467
169,2848.26,2.44014,3.05575,2.72993,0.27314,0.25,0.17608,0.09525,2.02517,2.82488,2.68999,0.0003368,0.0003368,0.0003368
170,2865.4,2.38507,2.94588,2.65415,0.1933,0.25,0.17417,0.09524,2.03664,2.77999,2.70172,0.0003269,0.0003269,0.0003269
171,2882.49,2.48788,2.89107,2.73108,0.1639,0.25,0.16048,0.0946,2.08871,2.76289,2.7401,0.000317,0.000317,0.000317
172,2899.46,2.43944,3.21316,2.71652,0.20542,0.25,0.15975,0.09412,2.11612,2.7745,2.75498,0.0003071,0.0003071,0.0003071
173,2916.48,2.58486,3.30701,2.96022,0.23431,0.25,0.14376,0.07606,2.13182,2.76762,2.76841,0.0002972,0.0002972,0.0002972
174,2933.55,2.4624,2.88436,2.73056,0.22917,0.20833,0.17742,0.08858,2.11003,2.75042,2.75516,0.0002873,0.0002873,0.0002873
175,2950.65,2.39616,3.01638,2.69718,0.29639,0.20833,0.18406,0.09163,2.08713,2.75126,2.7349,0.0002774,0.0002774,0.0002774
176,2968.24,2.41212,2.93372,2.63903,0.35605,0.20833,0.19807,0.09854,2.04948,2.77164,2.70357,0.0002675,0.0002675,0.0002675
177,2985.46,2.42972,2.98183,2.69955,0.34856,0.20833,0.20716,0.10184,2.03536,2.75702,2.68865,0.0002576,0.0002576,0.0002576
178,3002.64,2.39523,2.9252,2.76775,0.36654,0.20833,0.21003,0.10318,2.0123,2.76304,2.67128,0.0002477,0.0002477,0.0002477
179,3019.86,2.49331,3.05178,2.71094,0.31934,0.20833,0.21282,0.11326,2.01662,2.80237,2.67788,0.0002378,0.0002378,0.0002378
180,3037.45,2.36839,2.8095,2.5518,0.33367,0.16667,0.21626,0.11251,2.04456,2.8274,2.69121,0.0002279,0.0002279,0.0002279
181,3054.75,2.62067,2.90027,2.8105,0.28363,0.16667,0.20508,0.10737,2.06695,2.85748,2.71384,0.000218,0.000218,0.000218
182,3072.17,2.27169,3.01264,2.59305,0.36998,0.16667,0.2097,0.10713,2.1012,2.85996,2.74071,0.0002081,0.0002081,0.0002081
183,3089.65,2.19373,2.60657,2.59909,0.47055,0.18625,0.22868,0.11401,2.12386,2.8712,2.76546,0.0001982,0.0001982,0.0001982
184,3107.15,2.38357,2.79133,2.68575,0.45488,0.20864,0.23536,0.11445,2.14556,2.83571,2.78022,0.0001883,0.0001883,0.0001883
185,3124.73,2.38195,2.92817,2.7324,0.5347,0.25,0.25323,0.12089,2.14812,2.81667,2.78149,0.0001784,0.0001784,0.0001784
